,Sensirion T (deg C),Sensirion Vol. flow (ln/min)
2024-08-19 09:43:15.561484,25.07,5.701029801572035
2024-08-19 09:43:15.571484,25.09,5.699335084032922
2024-08-19 09:43:15.582167,25.045,5.703571877880703
2024-08-19 09:43:15.592167,25.13,5.699335084032922
2024-08-19 09:43:15.602167,25.13,5.7048429160350365
2024-08-19 09:43:15.615856,25.12,5.692979893261253
2024-08-19 09:43:15.625856,25.125,5.705690274804592
2024-08-19 09:43:15.635856,25.11,5.701877160341591
2024-08-19 09:43:15.645826,25.09,5.702300839726369
2024-08-19 09:43:15.655826,25.165,5.697216687109034
2024-08-19 09:43:15.665826,25.15,5.701029801572035
2024-08-19 09:43:15.679795,25.15,5.697640366493811
2024-08-19 09:43:15.689795,25.12,5.708656030498038
2024-08-19 09:43:15.699795,25.07,5.7048429160350365
2024-08-19 09:43:15.710044,25.16,5.697216687109034
2024-08-19 09:43:15.720044,25.155,5.702724519111147
2024-08-19 09:43:15.730044,25.13,5.707808671728482
2024-08-19 09:43:15.739076,25.075,5.703571877880703
2024-08-19 09:43:15.749076,25.09,5.697216687109034
2024-08-19 09:43:15.759076,25.125,5.703995557265481
2024-08-19 09:43:15.769471,25.12,5.704419236650258
2024-08-19 09:43:15.779471,25.045,5.698487725263367
2024-08-19 09:43:15.789471,25.16,5.698911404648145
2024-08-19 09:43:15.794262,25.135,5.701029801572035
2024-08-19 09:43:15.804262,25.16,5.700606122187257
2024-08-19 09:43:15.814262,25.045,5.6967930077242555
2024-08-19 09:43:15.824262,25.12,5.705690274804592
2024-08-19 09:43:15.831291,25.11,5.692556213876475
2024-08-19 09:43:15.841291,25.135,5.7048429160350365
2024-08-19 09:43:15.851291,25.09,5.695945648954699
2024-08-19 09:43:15.867587,25.12,5.697640366493811
2024-08-19 09:43:15.877587,25.085,5.701877160341591
2024-08-19 09:43:15.887587,25.11,5.6955219695699215
2024-08-19 09:43:15.895615,25.11,5.701029801572035
2024-08-19 09:43:15.905615,25.035,5.6955219695699215
2024-08-19 09:43:15.915615,25.085,5.699335084032922
2024-08-19 09:43:15.921474,25.135,5.697640366493811
2024-08-19 09:43:15.931474,25.09,5.701877160341591
2024-08-19 09:43:15.941474,25.12,5.699758763417701
2024-08-19 09:43:15.951474,25.08,5.698911404648145
2024-08-19 09:43:15.967410,25.13,5.6955219695699215
2024-08-19 09:43:15.977410,25.08,5.6967930077242555
2024-08-19 09:43:15.988077,25.11,5.699335084032922
2024-08-19 09:43:15.998077,25.1,5.699758763417701
2024-08-19 09:43:16.008077,25.115,5.701453480956812
2024-08-19 09:43:16.013667,25.06,5.692979893261253
2024-08-19 09:43:16.023667,25.11,5.706961312958926
2024-08-19 09:43:16.033667,25.12,5.690861496337363
2024-08-19 09:43:16.043667,25.1,5.699758763417701
2024-08-19 09:43:16.056146,25.145,5.697216687109034
2024-08-19 09:43:16.066146,25.165,5.702724519111147
2024-08-19 09:43:16.076146,25.1,5.6955219695699215
2024-08-19 09:43:16.083717,25.085,5.699335084032922
2024-08-19 09:43:16.093717,25.12,5.697640366493811
2024-08-19 09:43:16.103717,25.14,5.699335084032922
2024-08-19 09:43:16.112999,25.12,5.700182442802479
2024-08-19 09:43:16.122999,25.085,5.698911404648145
2024-08-19 09:43:16.132999,25.1,5.697640366493811
2024-08-19 09:43:16.137321,25.085,5.701453480956812
2024-08-19 09:43:16.147321,25.155,5.701877160341591
2024-08-19 09:43:16.157321,25.095,5.698064045878589
2024-08-19 09:43:16.167321,25.07,5.700606122187257
2024-08-19 09:43:16.181330,25.125,5.701029801572035
2024-08-19 09:43:16.191330,25.07,5.700182442802479
2024-08-19 09:43:16.201330,25.09,5.702300839726369
2024-08-19 09:43:16.212027,25.065,5.697640366493811
2024-08-19 09:43:16.222027,25.16,5.701453480956812
2024-08-19 09:43:16.232027,25.115,5.703148198495925
2024-08-19 09:43:16.239498,25.11,5.701877160341591
2024-08-19 09:43:16.249498,25.08,5.7048429160350365
2024-08-19 09:43:16.259498,25.18,5.701029801572035
2024-08-19 09:43:16.269172,25.05,5.701453480956812
2024-08-19 09:43:16.279172,25.11,5.700182442802479
2024-08-19 09:43:16.289172,25.11,5.7048429160350365
2024-08-19 09:43:16.301275,25.19,5.700606122187257
2024-08-19 09:43:16.311275,25.12,5.70823235111326
2024-08-19 09:43:16.321275,25.13,5.699335084032922
2024-08-19 09:43:16.335666,25.18,5.705690274804592
2024-08-19 09:43:16.345666,25.13,5.692979893261253
2024-08-19 09:43:16.355666,25.09,5.701453480956812
2024-08-19 09:43:16.364740,25.09,5.695945648954699
2024-08-19 09:43:16.374740,25.13,5.705266595419815
2024-08-19 09:43:16.384740,25.125,5.700606122187257
2024-08-19 09:43:16.391631,25.11,5.700606122187257
2024-08-19 09:43:16.401631,25.13,5.700606122187257
2024-08-19 09:43:16.411631,25.065,5.698487725263367
2024-08-19 09:43:16.421631,25.12,5.68959045818303
2024-08-19 09:43:16.425634,25.155,5.703571877880703
2024-08-19 09:43:16.435634,25.115,5.700182442802479
2024-08-19 09:43:16.445634,25.15,5.69382725203081
2024-08-19 09:43:16.463871,25.095,5.700606122187257
2024-08-19 09:43:16.473871,25.065,5.702724519111147
2024-08-19 09:43:16.483871,25.11,5.702300839726369
2024-08-19 09:43:16.492462,25.155,5.695945648954699
2024-08-19 09:43:16.502462,25.155,5.702300839726369
2024-08-19 09:43:16.512462,25.18,5.701877160341591
2024-08-19 09:43:16.527988,25.13,5.698911404648145
2024-08-19 09:43:16.537988,25.075,5.700182442802479
2024-08-19 09:43:16.547988,25.1,5.700606122187257
2024-08-19 09:43:16.554116,25.13,5.701453480956812
2024-08-19 09:43:16.564116,25.11,5.695945648954699
2024-08-19 09:43:16.574116,25.14,5.699335084032922
2024-08-19 09:43:16.574649,25.13,5.69382725203081
2024-08-19 09:43:16.584649,25.13,5.695945648954699
2024-08-19 09:43:16.594649,25.15,5.697640366493811
2024-08-19 09:43:16.604649,25.11,5.6955219695699215
2024-08-19 09:43:16.625187,25.13,5.690437816952586
2024-08-19 09:43:16.635101,25.11,5.701877160341591
2024-08-19 09:43:16.635187,25.12,5.697640366493811
2024-08-19 09:43:16.645101,25.12,5.692979893261253
2024-08-19 09:43:16.655101,25.05,5.701877160341591
2024-08-19 09:43:16.665101,25.105,5.702300839726369
2024-08-19 09:43:16.677399,25.05,5.700182442802479
2024-08-19 09:43:16.687399,25.115,5.700606122187257
2024-08-19 09:43:16.697399,25.15,5.696369328339477
2024-08-19 09:43:16.709325,25.04,5.6967930077242555
2024-08-19 09:43:16.719325,25.135,5.703148198495925
2024-08-19 09:43:16.729325,25.105,5.700182442802479
2024-08-19 09:43:16.741511,25.105,5.695945648954699
2024-08-19 09:43:16.751511,25.11,5.703571877880703
2024-08-19 09:43:16.761511,25.15,5.6887430994134744
2024-08-19 09:43:16.770800,25.135,5.694674610800366
2024-08-19 09:43:16.780800,25.13,5.694674610800366
2024-08-19 09:43:16.790800,25.11,5.693403572646032
2024-08-19 09:43:16.797582,25.11,5.687048381874363
2024-08-19 09:43:16.807582,25.11,5.69382725203081
2024-08-19 09:43:16.817582,25.15,5.6874720612591405
2024-08-19 09:43:16.827582,25.11,5.690437816952586
2024-08-19 09:43:16.833105,25.115,5.686624702489585
2024-08-19 09:43:16.843105,25.17,5.687048381874363
2024-08-19 09:43:16.853105,25.05,5.695098290185144
2024-08-19 09:43:16.863510,25.11,5.692132534491697
2024-08-19 09:43:16.873510,25.14,5.688319420028696
2024-08-19 09:43:16.883510,25.13,5.690014137567808
2024-08-19 09:43:16.897520,25.15,5.692132534491697
2024-08-19 09:43:16.907520,25.085,5.687048381874363
2024-08-19 09:43:16.917520,25.155,5.703148198495925
2024-08-19 09:43:16.929386,25.175,5.6967930077242555
2024-08-19 09:43:16.939386,25.09,5.698064045878589
2024-08-19 09:43:16.949386,25.125,5.699335084032922
2024-08-19 09:43:16.961121,25.085,5.701453480956812
2024-08-19 09:43:16.971121,25.08,5.694250931415588
2024-08-19 09:43:16.981121,25.09,5.702724519111147
2024-08-19 09:43:16.988432,25.085,5.697216687109034
2024-08-19 09:43:16.998432,25.1,5.697216687109034
2024-08-19 09:43:17.008432,25.11,5.703571877880703
2024-08-19 09:43:17.012658,25.15,5.694250931415588
2024-08-19 09:43:17.022658,25.16,5.697216687109034
2024-08-19 09:43:17.032658,25.115,5.690437816952586
2024-08-19 09:43:17.042658,25.145,5.702300839726369
2024-08-19 09:43:17.056719,25.05,5.694674610800366
2024-08-19 09:43:17.066719,25.125,5.6955219695699215
2024-08-19 09:43:17.076719,25.135,5.700606122187257
2024-08-19 09:43:17.087703,25.13,5.702300839726369
2024-08-19 09:43:17.097703,25.13,5.697216687109034
2024-08-19 09:43:17.107703,25.07,5.703148198495925
2024-08-19 09:43:17.119183,25.11,5.702724519111147
2024-08-19 09:43:17.129183,25.09,5.698911404648145
2024-08-19 09:43:17.139183,25.155,5.695098290185144
2024-08-19 09:43:17.145235,25.15,5.697216687109034
2024-08-19 09:43:17.155235,25.095,5.69382725203081
2024-08-19 09:43:17.165235,25.13,5.690861496337363
2024-08-19 09:43:17.177467,25.08,5.701029801572035
2024-08-19 09:43:17.187467,25.12,5.695945648954699
2024-08-19 09:43:17.197467,25.17,5.697216687109034
2024-08-19 09:43:17.200991,25.13,5.694250931415588
2024-08-19 09:43:17.210991,25.095,5.699335084032922
2024-08-19 09:43:17.220991,25.09,5.701453480956812
2024-08-19 09:43:17.230991,25.08,5.6967930077242555
2024-08-19 09:43:17.242697,25.15,5.703148198495925
2024-08-19 09:43:17.252697,25.1,5.692979893261253
2024-08-19 09:43:17.262697,25.155,5.698064045878589
2024-08-19 09:43:17.272733,25.11,5.703571877880703
2024-08-19 09:43:17.282733,25.06,5.699758763417701
2024-08-19 09:43:17.292733,25.125,5.701029801572035
2024-08-19 09:43:17.304752,25.09,5.690437816952586
2024-08-19 09:43:17.314752,25.13,5.69382725203081
2024-08-19 09:43:17.324752,25.17,5.692556213876475
2024-08-19 09:43:17.337191,25.095,5.694250931415588
2024-08-19 09:43:17.347191,25.09,5.690014137567808
2024-08-19 09:43:17.357191,25.09,5.690014137567808
2024-08-19 09:43:17.364741,25.07,5.684506305565694
2024-08-19 09:43:17.374741,25.135,5.696369328339477
2024-08-19 09:43:17.384741,25.085,5.6887430994134744
2024-08-19 09:43:17.395395,25.115,5.6874720612591405
2024-08-19 09:43:17.405395,25.155,5.692979893261253
2024-08-19 09:43:17.415395,25.18,5.692556213876475
2024-08-19 09:43:17.420921,25.1,5.689166778798253
2024-08-19 09:43:17.430921,25.15,5.682387908641804
2024-08-19 09:43:17.440921,25.11,5.6955219695699215
2024-08-19 09:43:17.450921,25.15,5.6912851757221405
2024-08-19 09:43:17.458700,25.19,5.701029801572035
2024-08-19 09:43:17.468700,25.15,5.682387908641804
2024-08-19 09:43:17.478700,25.175,5.695945648954699
2024-08-19 09:43:17.492508,25.195,5.6955219695699215
2024-08-19 09:43:17.502508,25.1,5.695945648954699
2024-08-19 09:43:17.512508,25.1,5.695945648954699
2024-08-19 09:43:17.520652,25.12,5.692979893261253
2024-08-19 09:43:17.530652,25.13,5.698911404648145
2024-08-19 09:43:17.540652,25.09,5.692979893261253
2024-08-19 09:43:17.549995,25.125,5.697216687109034
2024-08-19 09:43:17.559995,25.145,5.697216687109034
2024-08-19 09:43:17.569995,25.13,5.705266595419815
2024-08-19 09:43:17.579995,25.17,5.695945648954699
2024-08-19 09:43:17.584941,25.12,5.698487725263367
2024-08-19 09:43:17.594941,25.09,5.700606122187257
2024-08-19 09:43:17.604941,25.085,5.703148198495925
2024-08-19 09:43:17.620333,25.17,5.694250931415588
2024-08-19 09:43:17.630333,25.1,5.697640366493811
2024-08-19 09:43:17.640333,25.125,5.704419236650258
2024-08-19 09:43:17.646714,25.13,5.697640366493811
2024-08-19 09:43:17.656714,25.13,5.698487725263367
2024-08-19 09:43:17.666714,25.12,5.70611395418937
2024-08-19 09:43:17.684207,25.13,5.695945648954699
2024-08-19 09:43:17.694207,25.13,5.696369328339477
2024-08-19 09:43:17.704207,25.12,5.69382725203081
2024-08-19 09:43:17.711538,25.135,5.697216687109034
2024-08-19 09:43:17.721538,25.125,5.692556213876475
2024-08-19 09:43:17.731538,25.135,5.6874720612591405
2024-08-19 09:43:17.740487,25.14,5.698911404648145
2024-08-19 09:43:17.750487,25.185,5.692979893261253
2024-08-19 09:43:17.760487,25.135,5.688319420028696
2024-08-19 09:43:17.770590,25.105,5.694250931415588
2024-08-19 09:43:17.780590,25.09,5.692556213876475
2024-08-19 09:43:17.790590,25.125,5.687048381874363
2024-08-19 09:43:17.802749,25.13,5.68959045818303
2024-08-19 09:43:17.812749,25.115,5.692132534491697
2024-08-19 09:43:17.822749,25.17,5.692556213876475
2024-08-19 09:43:17.838347,25.11,5.690437816952586
2024-08-19 09:43:17.848347,25.14,5.688319420028696
2024-08-19 09:43:17.856448,25.15,5.6912851757221405
2024-08-19 09:43:17.858347,25.155,5.699335084032922
2024-08-19 09:43:17.866448,25.15,5.692132534491697
2024-08-19 09:43:17.876448,25.11,5.701029801572035
2024-08-19 09:43:17.886448,25.055,5.701453480956812
2024-08-19 09:43:17.896448,25.105,5.694250931415588
2024-08-19 09:43:17.906448,25.125,5.694250931415588
2024-08-19 09:43:17.916448,25.125,5.697640366493811
2024-08-19 09:43:17.930224,25.145,5.701453480956812
2024-08-19 09:43:17.940224,25.11,5.702300839726369
2024-08-19 09:43:17.950224,25.13,5.699335084032922
2024-08-19 09:43:17.958526,25.145,5.6912851757221405
2024-08-19 09:43:17.968526,25.12,5.698911404648145
2024-08-19 09:43:17.978526,25.18,5.6967930077242555
2024-08-19 09:43:17.982981,25.16,5.695945648954699
2024-08-19 09:43:17.992981,25.185,5.701877160341591
2024-08-19 09:43:18.002981,25.07,5.701029801572035
2024-08-19 09:43:18.012981,25.135,5.69382725203081
2024-08-19 09:43:18.046918,25.19,5.704419236650258
2024-08-19 09:43:18.054680,25.14,5.6967930077242555
2024-08-19 09:43:18.056918,25.14,5.695945648954699
2024-08-19 09:43:18.064680,25.125,5.6967930077242555
2024-08-19 09:43:18.066918,25.145,5.70611395418937
2024-08-19 09:43:18.074680,25.15,5.701877160341591
2024-08-19 09:43:18.084680,25.19,5.698064045878589
2024-08-19 09:43:18.094680,25.09,5.6967930077242555
2024-08-19 09:43:18.105678,25.165,5.692979893261253
2024-08-19 09:43:18.115678,25.115,5.692132534491697
2024-08-19 09:43:18.125678,25.09,5.692556213876475
2024-08-19 09:43:18.132626,25.115,5.694674610800366
2024-08-19 09:43:18.142626,25.115,5.6874720612591405
2024-08-19 09:43:18.152626,25.06,5.694250931415588
2024-08-19 09:43:18.172609,25.125,5.697216687109034
2024-08-19 09:43:18.182609,25.195,5.6912851757221405
2024-08-19 09:43:18.192609,25.09,5.698064045878589
2024-08-19 09:43:18.196866,25.17,5.6955219695699215
2024-08-19 09:43:18.206866,25.12,5.701877160341591
2024-08-19 09:43:18.216866,25.095,5.697216687109034
2024-08-19 09:43:18.225251,25.135,5.697640366493811
2024-08-19 09:43:18.235251,25.09,5.692132534491697
2024-08-19 09:43:18.245251,25.115,5.698064045878589
2024-08-19 09:43:18.250459,25.05,5.698064045878589
2024-08-19 09:43:18.260459,25.15,5.698064045878589
2024-08-19 09:43:18.270459,25.135,5.697216687109034
2024-08-19 09:43:18.280459,25.07,5.688319420028696
2024-08-19 09:43:18.296464,25.13,5.6912851757221405
2024-08-19 09:43:18.306464,25.15,5.692979893261253
2024-08-19 09:43:18.316464,25.105,5.692132534491697
2024-08-19 09:43:18.323726,25.19,5.695945648954699
2024-08-19 09:43:18.333726,25.145,5.692979893261253
2024-08-19 09:43:18.343726,25.17,5.700182442802479
2024-08-19 09:43:18.353823,25.1,5.69382725203081
2024-08-19 09:43:18.363823,25.17,5.697640366493811
2024-08-19 09:43:18.373823,25.17,5.694674610800366
2024-08-19 09:43:18.384974,25.085,5.694674610800366
2024-08-19 09:43:18.394974,25.145,5.694250931415588
2024-08-19 09:43:18.404974,25.13,5.698487725263367
2024-08-19 09:43:18.416124,25.145,5.692556213876475
2024-08-19 09:43:18.426124,25.15,5.698064045878589
2024-08-19 09:43:18.436124,25.13,5.693403572646032
2024-08-19 09:43:18.442002,25.09,5.694674610800366
2024-08-19 09:43:18.452002,25.15,5.695945648954699
2024-08-19 09:43:18.462002,25.155,5.698064045878589
2024-08-19 09:43:18.472002,25.15,5.680269511717914
2024-08-19 09:43:18.478994,25.15,5.699335084032922
2024-08-19 09:43:18.488994,25.075,5.69382725203081
2024-08-19 09:43:18.498994,25.15,5.694674610800366
2024-08-19 09:43:18.516174,25.22,5.697640366493811
2024-08-19 09:43:18.526174,25.15,5.692979893261253
2024-08-19 09:43:18.534525,25.065,5.6967930077242555
2024-08-19 09:43:18.544525,25.135,5.692556213876475
2024-08-19 09:43:18.554525,25.08,5.695098290185144
2024-08-19 09:43:18.564525,25.11,5.692556213876475
2024-08-19 09:43:18.568321,25.11,5.69382725203081
2024-08-19 09:43:18.578321,25.11,5.696369328339477
2024-08-19 09:43:18.588321,25.09,5.690014137567808
2024-08-19 09:43:18.607046,25.125,5.697640366493811
2024-08-19 09:43:18.617046,25.165,5.698487725263367
2024-08-19 09:43:18.627046,25.13,5.689166778798253
2024-08-19 09:43:18.632552,25.17,5.698911404648145
2024-08-19 09:43:18.642552,25.08,5.703995557265481
2024-08-19 09:43:18.652552,25.1,5.698487725263367
2024-08-19 09:43:18.662552,25.16,5.702300839726369
2024-08-19 09:43:18.674834,25.165,5.698064045878589
2024-08-19 09:43:18.684834,25.125,5.699335084032922
2024-08-19 09:43:18.694834,25.095,5.6967930077242555
2024-08-19 09:43:18.696349,25.15,5.702724519111147
2024-08-19 09:43:18.706349,25.19,5.701453480956812
2024-08-19 09:43:18.716349,25.17,5.703148198495925
2024-08-19 09:43:18.733653,25.15,5.702724519111147
2024-08-19 09:43:18.743653,25.15,5.694250931415588
2024-08-19 09:43:18.749992,25.11,5.704419236650258
2024-08-19 09:43:18.759992,25.12,5.6955219695699215
2024-08-19 09:43:18.769992,25.11,5.699335084032922
2024-08-19 09:43:18.779992,25.09,5.700182442802479
2024-08-19 09:43:18.795275,25.185,5.703571877880703
2024-08-19 09:43:18.805275,25.13,5.697216687109034
2024-08-19 09:43:18.815275,25.1,5.699758763417701
2024-08-19 09:43:18.819873,25.13,5.698911404648145
2024-08-19 09:43:18.829873,25.09,5.701453480956812
2024-08-19 09:43:18.839873,25.075,5.703995557265481
2024-08-19 09:43:18.854290,25.165,5.696369328339477
2024-08-19 09:43:18.864290,25.16,5.700182442802479
2024-08-19 09:43:18.874290,25.185,5.694674610800366
2024-08-19 09:43:18.891804,25.095,5.698487725263367
2024-08-19 09:43:18.901804,25.18,5.700182442802479
2024-08-19 09:43:18.907811,25.17,5.692556213876475
2024-08-19 09:43:18.911804,25.18,5.701453480956812
2024-08-19 09:43:18.917811,25.13,5.692132534491697
2024-08-19 09:43:18.927811,25.155,5.698911404648145
2024-08-19 09:43:18.937811,25.14,5.691708855106919
2024-08-19 09:43:18.945901,25.125,5.6912851757221405
2024-08-19 09:43:18.955901,25.11,5.697640366493811
2024-08-19 09:43:18.965901,25.16,5.692556213876475
2024-08-19 09:43:18.980722,25.09,5.687895740643918
2024-08-19 09:43:18.990722,25.175,5.694674610800366
2024-08-19 09:43:19.000722,25.145,5.695945648954699
2024-08-19 09:43:19.011569,25.11,5.697216687109034
2024-08-19 09:43:19.021569,25.15,5.6887430994134744
2024-08-19 09:43:19.031569,25.19,5.69382725203081
2024-08-19 09:43:19.041569,25.08,5.692556213876475
2024-08-19 09:43:19.058565,25.11,5.686201023104807
2024-08-19 09:43:19.068565,25.12,5.694674610800366
2024-08-19 09:43:19.073010,25.13,5.6874720612591405
2024-08-19 09:43:19.083010,25.15,5.689166778798253
2024-08-19 09:43:19.093010,25.055,5.6887430994134744
2024-08-19 09:43:19.106751,25.185,5.689166778798253
2024-08-19 09:43:19.116751,25.15,5.693403572646032
2024-08-19 09:43:19.126751,25.105,5.684506305565694
2024-08-19 09:43:19.134329,25.15,5.694674610800366
2024-08-19 09:43:19.144329,25.13,5.6912851757221405
2024-08-19 09:43:19.154329,25.11,5.689166778798253
2024-08-19 09:43:19.164329,25.17,5.689166778798253
2024-08-19 09:43:19.165285,25.165,5.691708855106919
2024-08-19 09:43:19.175285,25.15,5.693403572646032
2024-08-19 09:43:19.185285,25.1,5.691708855106919
2024-08-19 09:43:19.201376,25.16,5.702300839726369
2024-08-19 09:43:19.211376,25.155,5.699758763417701
2024-08-19 09:43:19.215705,25.17,5.6955219695699215
2024-08-19 09:43:19.225705,25.115,5.697216687109034
2024-08-19 09:43:19.235705,25.11,5.695098290185144
2024-08-19 09:43:19.245705,25.15,5.697640366493811
2024-08-19 09:43:19.258163,25.07,5.700182442802479
2024-08-19 09:43:19.268163,25.195,5.703148198495925
2024-08-19 09:43:19.278163,25.11,5.697216687109034
2024-08-19 09:43:19.288163,25.045,5.698487725263367
2024-08-19 09:43:19.296048,25.1,5.705266595419815
2024-08-19 09:43:19.306048,25.115,5.701029801572035
2024-08-19 09:43:19.316048,25.125,5.700182442802479
2024-08-19 09:43:19.327894,25.235,5.705690274804592
2024-08-19 09:43:19.337894,25.035,5.698064045878589
2024-08-19 09:43:19.347894,25.15,5.701877160341591
2024-08-19 09:43:19.351747,25.175,5.700606122187257
2024-08-19 09:43:19.361747,25.13,5.701453480956812
2024-08-19 09:43:19.371747,25.17,5.694674610800366
2024-08-19 09:43:19.390442,25.13,5.703571877880703
2024-08-19 09:43:19.400442,25.145,5.699335084032922
2024-08-19 09:43:19.410442,25.13,5.699335084032922
2024-08-19 09:43:19.416866,25.155,5.69382725203081
2024-08-19 09:43:19.426866,25.12,5.701029801572035
2024-08-19 09:43:19.436866,25.14,5.692132534491697
2024-08-19 09:43:19.443428,25.13,5.702724519111147
2024-08-19 09:43:19.453428,25.135,5.690861496337363
2024-08-19 09:43:19.463428,25.21,5.699758763417701
2024-08-19 09:43:19.473609,25.11,5.702724519111147
2024-08-19 09:43:19.483609,25.155,5.698911404648145
2024-08-19 09:43:19.493609,25.175,5.699758763417701
2024-08-19 09:43:19.506441,25.18,5.700606122187257
2024-08-19 09:43:19.516441,25.12,5.6955219695699215
2024-08-19 09:43:19.526441,25.16,5.700182442802479
2024-08-19 09:43:19.536441,25.18,5.696369328339477
2024-08-19 09:43:19.545629,25.165,5.704419236650258
2024-08-19 09:43:19.555629,25.115,5.691708855106919
2024-08-19 09:43:19.563985,25.13,5.697640366493811
2024-08-19 09:43:19.573985,25.12,5.690861496337363
2024-08-19 09:43:19.583985,25.13,5.694674610800366
2024-08-19 09:43:19.593985,25.145,5.6955219695699215
2024-08-19 09:43:19.605829,25.19,5.692556213876475
2024-08-19 09:43:19.615829,25.14,5.6887430994134744
2024-08-19 09:43:19.625829,25.13,5.694250931415588
2024-08-19 09:43:19.632161,25.11,5.6887430994134744
2024-08-19 09:43:19.642161,25.17,5.6955219695699215
2024-08-19 09:43:19.652161,25.135,5.691708855106919
2024-08-19 09:43:19.661138,25.19,5.694674610800366
2024-08-19 09:43:19.671138,25.15,5.700606122187257
2024-08-19 09:43:19.681138,25.105,5.694250931415588
2024-08-19 09:43:19.691138,25.21,5.69382725203081
2024-08-19 09:43:19.702932,25.175,5.698911404648145
2024-08-19 09:43:19.712932,25.15,5.695945648954699
2024-08-19 09:43:19.719070,25.095,5.691708855106919
2024-08-19 09:43:19.729070,25.19,5.695098290185144
2024-08-19 09:43:19.739070,25.15,5.692979893261253
2024-08-19 09:43:19.749070,25.075,5.704419236650258
2024-08-19 09:43:19.762031,25.16,5.692979893261253
2024-08-19 09:43:19.772031,25.11,5.690437816952586
2024-08-19 09:43:19.782031,25.14,5.701029801572035
2024-08-19 09:43:19.792031,25.18,5.694674610800366
2024-08-19 09:43:19.805278,25.15,5.702724519111147
2024-08-19 09:43:19.815278,25.145,5.6955219695699215
2024-08-19 09:43:19.828777,25.11,5.699335084032922
2024-08-19 09:43:19.838777,25.11,5.696369328339477
2024-08-19 09:43:19.847347,25.15,5.691708855106919
2024-08-19 09:43:19.848777,25.105,5.698064045878589
2024-08-19 09:43:19.857347,25.17,5.692556213876475
2024-08-19 09:43:19.867347,25.12,5.696369328339477
2024-08-19 09:43:19.877347,25.13,5.698487725263367
2024-08-19 09:43:19.891755,25.11,5.69382725203081
2024-08-19 09:43:19.901755,25.115,5.698064045878589
2024-08-19 09:43:19.911755,25.09,5.693403572646032
2024-08-19 09:43:19.925811,25.215,5.700606122187257
2024-08-19 09:43:19.935811,25.07,5.697216687109034
2024-08-19 09:43:19.945276,25.16,5.695098290185144
2024-08-19 09:43:19.945811,25.15,5.700606122187257
2024-08-19 09:43:19.955276,25.13,5.692979893261253
2024-08-19 09:43:19.965276,25.185,5.703995557265481
2024-08-19 09:43:19.977142,25.14,5.69382725203081
2024-08-19 09:43:19.987142,25.18,5.703571877880703
2024-08-19 09:43:19.997142,25.175,5.69382725203081
2024-08-19 09:43:20.009071,25.195,5.701029801572035
2024-08-19 09:43:20.019071,25.07,5.699335084032922
2024-08-19 09:43:20.029071,25.17,5.6967930077242555
2024-08-19 09:43:20.050744,25.195,5.702300839726369
2024-08-19 09:43:20.060744,25.165,5.698064045878589
2024-08-19 09:43:20.070744,25.155,5.702300839726369
2024-08-19 09:43:20.079171,25.115,5.698064045878589
2024-08-19 09:43:20.089171,25.21,5.706537633574149
2024-08-19 09:43:20.096549,25.125,5.697640366493811
2024-08-19 09:43:20.099171,25.13,5.698487725263367
2024-08-19 09:43:20.106549,25.15,5.708656030498038
2024-08-19 09:43:20.116549,25.13,5.701877160341591
2024-08-19 09:43:20.128373,25.13,5.6967930077242555
2024-08-19 09:43:20.138373,25.115,5.700182442802479
2024-08-19 09:43:20.148373,25.115,5.696369328339477
2024-08-19 09:43:20.158373,25.14,5.698487725263367
2024-08-19 09:43:20.166407,25.13,5.699758763417701
2024-08-19 09:43:20.176407,25.185,5.698911404648145
2024-08-19 09:43:20.186407,25.17,5.705266595419815
2024-08-19 09:43:20.201881,25.2,5.697216687109034
2024-08-19 09:43:20.211881,25.15,5.696369328339477
2024-08-19 09:43:20.221881,25.105,5.700606122187257
2024-08-19 09:43:20.232609,25.155,5.702300839726369
2024-08-19 09:43:20.242609,25.17,5.696369328339477
2024-08-19 09:43:20.252609,25.13,5.695098290185144
2024-08-19 09:43:20.267126,25.14,5.702300839726369
2024-08-19 09:43:20.277126,25.115,5.699335084032922
2024-08-19 09:43:20.283347,25.115,5.6967930077242555
2024-08-19 09:43:20.287126,25.175,5.692556213876475
2024-08-19 09:43:20.293347,25.15,5.690861496337363
2024-08-19 09:43:20.303347,25.14,5.687895740643918
2024-08-19 09:43:20.313347,25.14,5.697216687109034
2024-08-19 09:43:20.325188,25.18,5.692979893261253
2024-08-19 09:43:20.335188,25.09,5.692132534491697
2024-08-19 09:43:20.345188,25.18,5.687048381874363
2024-08-19 09:43:20.362958,25.115,5.688319420028696
2024-08-19 09:43:20.372958,25.195,5.695945648954699
2024-08-19 09:43:20.381670,25.145,5.688319420028696
2024-08-19 09:43:20.391670,25.095,5.692556213876475
2024-08-19 09:43:20.401670,25.13,5.692979893261253
2024-08-19 09:43:20.408643,25.125,5.68959045818303
2024-08-19 09:43:20.418643,25.13,5.692556213876475
2024-08-19 09:43:20.428643,25.135,5.698487725263367
2024-08-19 09:43:20.438643,25.19,5.692556213876475
2024-08-19 09:43:20.453301,25.135,5.692132534491697
2024-08-19 09:43:20.463301,25.115,5.6955219695699215
2024-08-19 09:43:20.473301,25.12,5.690437816952586
2024-08-19 09:43:20.482811,25.18,5.699758763417701
2024-08-19 09:43:20.492811,25.13,5.705266595419815
